actual_label,predicted_label,confidence_score,text,human_review_category
normal,harassment,0.9170512499964908,"""Bahwa sesungguhnya Kemerdekaan itu ialah hak segala bangsa dan oleh sebab itu, maka penjajahan di atas dunia harus dihapuskan, karena tidak sesuai dengan perikemanusiaan dan perikeadilan""

Begitulah pembukaan UUD 45, pernyataan awal cita-cita luhur Republik Indonesia, yang paham betul menderitanya terjajah

Maka siapapun yang mendukung penjajah, dia tak layak menjadi Indonesia, bahkan bertentangan dengan fitrah manusia

Faktanya, Israel itu penjajah, pendatang haram yang mengambil paksa tanah Palestina, membunuhi penduduk aslinya sejak Inggris memberinya ruang di 1920

Entah sudah berapa ribu nyawa merenggang dibantai dengan sadis, baik dipertunjukkan terbuka, juga tertutup media dan berita

Pembantaian Shabra & Shatila, Haifa, Yerusalem, Mavi Marmara dan lainnya yang tak terhitung hingga saat ini

Hanya binatang dan manusia dengan level serendah itu yang diam dengan semua penjajahan, pembantaian dan kebiadaban Israel pada rakyat Palestina dan dunia, tapi menggonggong dan menyalak nyaring seolah Israel yang menjadi korban ketika rakyat Palestina melawan penjajahan dan pendudukan tanah dan hidup mereka

Maka perlawanan Hamas dan rakyat Palestina pada saat ini adalah sebuah keberanian dan kebenaran, didasarkan cita-cita luhur ingin merdeka, sebagaimana Indonesia dulu kala, karenanya wajib didukung oleh semua manusia merdeka lainnya

Dalam hal ini, diam pun bukan pilihan, sebab kita mendiamkan kedzaliman yang berkepanjangan, maka minimal kita memberikan doa dan dukungan pada saudara-saudara kita di Palestina

Seharusnya semua negera merdeka bergerak mewujudkan kemerdekaan Palestina, mengusir penjajah Israel dari sana. Terlebih negeri Muslim, yang memiliki tanggungjawab aqidah

Bismillah, semoga Allah kuatkan saudara-saudara kita di Palestina, dan bagi kita, semampu mungkin membantu saudara-saudara kita di sana, meski lewat doa semata ""Bahwa sesungguhnya Kemerdekaan itu ialah hak segala bangsa dan oleh sebab itu, maka penjajahan di atas dunia harus dihapuskan, karena tidak sesuai dengan perikemanusiaan dan perikeadilan""

Begitulah pembukaan UUD 45, pernyataan awal cita-cita luhur Republik Indonesia, yang paham betul menderitanya terjajah

Maka siapapun yang mendukung penjajah, dia tak layak menjadi Indonesia, bahkan bertentangan dengan fitrah manusia

Faktanya, Israel itu penjajah, pendatang haram yang mengambil paksa tanah Palestina, membunuhi penduduk aslinya sejak Inggris memberinya ruang di 1920

Entah sudah berapa ribu nyawa merenggang dibantai dengan sadis, baik dipertunjukkan terbuka, juga tertutup media dan berita

Pembantaian Shabra & Shatila, Haifa, Yerusalem, Mavi Marmara dan lainnya yang tak terhitung hingga saat ini

Hanya binatang dan manusia dengan level serendah itu yang diam dengan semua penjajahan, pembantaian dan kebiadaban Israel pada rakyat Palestina dan dunia, tapi menggonggong dan menyalak nyaring seolah Israel yang menjadi korban ketika rakyat Palestina melawan penjajahan dan pendudukan tanah dan hidup mereka

Maka perlawanan Hamas dan rakyat Palestina pada saat ini adalah sebuah keberanian dan kebenaran, didasarkan cita-cita luhur ingin merdeka, sebagaimana Indonesia dulu kala, karenanya wajib didukung oleh semua manusia merdeka lainnya

Dalam hal ini, diam pun bukan pilihan, sebab kita mendiamkan kedzaliman yang berkepanjangan, maka minimal kita memberikan doa dan dukungan pada saudara-saudara kita di Palestina

Seharusnya semua negera merdeka bergerak mewujudkan kemerdekaan Palestina, mengusir penjajah Israel dari sana. Terlebih negeri Muslim, yang memiliki tanggungjawab aqidah

Bismillah, semoga Allah kuatkan saudara-saudara kita di Palestina, dan bagi kita, semampu mungkin membantu saudara-saudara kita di sana, meski lewat doa semata",
normal,insult,1.2601256427112353,USER Tienteuus dong kak .. yakali ekeu kek yey yg tiap ngobrol sama orang ngajak eue mulu .. mursidah deh ah',
harassment,normal,0.9034312889544853,"Gapapa kecil tapi bisa nyiksa kamu sampai puas nangis"" 🤭 Avail ya scene bdsm sore ini 🥰❣️ Tebet area. Tolong bgt jangan tanya RR lagi. Rate n Rule udah ada diprofilku ❣️ #availjakartaselatan #mistressjakarta #timnasday LGBT Adakami CCTV Selasa Umur 22 IOS 17 #diiket",
hate_speech,normal,1.1456216660063092,"USER Ancaman bom dari mata sipit, juga lucu2an ya... ?\n\n#LUCULUCUAN'",
normal,hate_speech,1.0445815594336294,anakanak tidak akan pernah belajar bahwa setiap kali mereka melakukan sesuatu untuk mengganggu saya seperti ini lebih banyak orang belajar tentang pekerjaan saya untuk menghentikan pelecehan,
hate_speech,normal,0.8166339012099225,MS Ka'ban : Tanah Jakarta sekarang sudah 87 persen dikuasai Cina,
harassment,normal,0.8791104376464105,Terbukti Hanya Ganjar Pranowo yang Berani Membela Kemerdekaan Palestina. Yahudi Gibran Saw X Hamas Kamis Gaza Niall Horan Israel,
harassment,normal,0.8515308040356441,Politisi berpengaruh *meraih suara masyarakat* untuk memilih ganjar; 1. *Adian Napitupulu* 2. *Puan Maharani* <Jawa Tengah> 3. *Haris Pertama* <Pemuda> *Organ* Relawan Relawan yang menjadi *mesin* penyempurna ada sekitar *1000 lebih* 1 *Organ* perkuat 100.000 suara 1000 x 100.000 = 100 juta. *50 %* + *Satu Persen* Semangat Fokus Menangkan Ganjar Mahfud Orang Baik Suka Orang Baik Coblos No 3 Menang Menang Menang 🖐🏽🖐🏽 🇲🇨🇲🇨🇲🇨 Farhan Alfatihi Allah ❤️❤️❤️❤️ SALAM SATU KOMANDO,
harassment,normal,1.1107512476971428,"""Sedang terjadi pelanggaran Ham berat di Israel dan Palestina. Gila ini!"" Lha, kamu saja dukung Capres pelanggar Ham. M",
harassment,normal,0.9823030638878629,"WHO: Rumah Sakit Al Shifa di Gaza Terkepung, Dihujani Bom Penjajah Israel",
normal,harassment,1.0347468943839395,Odgj (orang dengan genetik javier),
hate_speech,harassment,0.8163069927605878,hal ini juga mengajarkan bagaimana untuk bercinta dengan anak berusia tahun seperti ayesha cara mohammad mengajarkan bagaimana kaffir akan pergi ke neraka karena ajaran quran hanya melihat isis dan organisasi teroris lainnya dalam pembuatan,
harassment,normal,0.9834090363120135,i miss the days where i could be more of an asshole,
harassment,normal,0.8315054284029927,Hastag terkini! Israel | Gaza | Karni Ilyas | Yahudi | Pagii | Khilaf | WE LOVE YOU TAEHYUNG | Iran | jeno renjun | Alwi | Israhell | Haaland | Kompas | Allahu Akbar | WE ARE SO PROUD OF YOU | We Are One Rebecca | Perang | Romcom,
normal,harassment,0.936392042632285,"@Amox1L1N @jacobson19_ Trs bela sapa pir ... udah ngaku aja ,,,, gak bela zionis gab bela hamas ?? Udah ngaku aje biyar jlas bersikap",
harassment,normal,2.022202453118817,"Warta Ekonomi co. id PerspekBauB Ekonomi Barang Impor Israel di Indonesia 80 78,4 60,3 Rp Dalam Miliar Rupiah 40 47,5 Rp Rp 22,5 14,1 Rp 13,6 Rp Rp Mesin Perkakas Mesin Alat Optik Kimia (Alat Mekanik) (Alat lek) (Anorganik)  Kimia (Organik) Sumber: Badam Pusat Statistika 2023 Walaupun tak mempunyai hubungan diplomatik, ternyata Indonesia cukup aktif menjalin perdangangan dengan Israel lho!

Dikutip dari data Badan Pusat Statistika, Per Januari hingga Oktober 2023, impor Indonesia dari Israel mencapai US$ 16.925.950. Komoditas yang paling banyak diimpor di antaranya mesin dan pesawat mekanik; perkakas, perangkat potong; serta mesin dan peralatan listrik.

#wartaekonomi #infografis #impor #Israel #Indonesia",
harassment,normal,0.8464927271680904,ISRAEL ada agama KRISTEN .. YAHUDI ... KOMUNIS,
normal,hate_speech,0.9063238091684576,USER Gak begitu my habi bani switi darling',
insult,hate_speech,1.5379478567210225,RT USER: https:// #ngentoto #mememk #lonte #lempung #kontol #crottt #jembut # pecuh URL,
harassment,normal,1.0086356401444405,MasyaAllah Alhamdulillah B 🤲😔 --- Follow our page Tabligh Islam Ahmadiyah Ahmadiyya now to get more Knowledge & News about True Islamic Revivals carried out by the Promised Messiah & Imam Mahdi(as) and his Jamaat.,
normal,harassment,0.8736652794345471,Mamah khawatir Indonesia diserang Israel 😔,
harassment,normal,1.0542349790062708,wahh gila sihhh! EMANG BOLEH SEKEREN INI? 3D MV IS HERE 3D BY JUNGKOOK OUT NOW #JungKook_3D #Jungkook3D #JungKook,
hate_speech,insult,1.1218469114593304,USER kamu silit ardhog\xe2\x99\xa5\xef\xb8\x8f',
harassment,normal,1.0855298224698586,"NEWS UPDATE kumparan Serangan Israel hantam Gereja Santo Porfiri yang lagi lindungi warga Islam di Gaza, 8 orang tewas. Serangan Israel di Gaza pada Kamis (19/10) menghantam sebuah gereja ortodoks. Tempat ibadah itu dipakai tempat berlindung warga Muslim dan Kristen di Gaza.

Keterangan Kementerian Dalam Negeri Hamas serangan Israel menyebabkan beberapa orang tewas dan terluka. AFP

Baca info selengkapnya di link bio. Jangan lupa follow Instagram @kumparancom untuk berita menarik lainnya!⁠

#newsupdate #update #news #oneliner #gaza #israel #infoterkini #berita #beritaterkini #kumparan",
normal,harassment,0.9807088963608263,"BORAK DaIdY Rakyat Palestin dilarang tadah air hujan sebab hak milik Israel Sumber: .vd Miller Kita cari sama sama orang ini di padang mahshar, kita jorokin dia ke neraka bareng bareng. 🤬",
normal,harassment,1.0749761094174848,"Biden bersama UK, Prancis, Jerman udah menyatakan dukung Israel ""kiamat was coming true""",
harassment,normal,1.073814428652774,bagaimana ak tdk gila kalo dinyanyiin ini,
