text,text_processed,cyberbullying_type,severity_level,original_cyberbullying_type,original_severity_level,source_dataset,source_file,original_row_id,actual_label,predicted_label,is_correct,confidence_score,char_count,word_count
USER USER cermati deh.. dari pedea mules ke toilet.. ke toilet ngapain klo ga eek? eek darimna???',user user cermati deh dari pedea mules ke toilet ke toilet ngapain klo ga eek eek darimna,normal,,normal,,data,data.csv,855,normal,hate_speech,False,0.15638367725108437,98,17
Pan kapan iwake tak parani maning Misal esih idiot berarti fix jeneng iwake idiot bastard fish waras wutuh,pan kapan iwake tak parani maning misal esih idiot berarti fix jeneng iwake idiot bastard fish waras wutuh,normal,,['0'],,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,7472,normal,harassment,False,0.8853594831836947,106,18
tentara israel ... itu pendeta homo waria yg di kebiri penisnya pendeta betlehem jerussalem Gaza itu bekas jemaat kristennya yg lawassss,tentara israel itu pendeta homo waria yg di kebiri penisnya pendeta betlehem jerussalem gaza itu bekas jemaat kristennya yg lawassss,harassment,,"['1', '1']",,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,1854,harassment,normal,False,0.029427454986996116,136,21
Setiap mama ngomongin pasangan Gay selalu ngegas ke aku tuh kenapa ya hehehe,setiap mama ngomongin pasangan gay selalu ngegas ke aku tuh kenapa ya hehehe,harassment,,"['0', '0', '0', '1', '0', '1']",,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,4751,harassment,hate_speech,False,-0.10276062747792591,76,13
dia berteman dengan wadhwa karena dia mendukung bukunya,dia berteman dengan wadhwa karena dia mendukung bukunya,harassment,,other_cyberbullying,,cyberbullying_cleaned_indo,cyberbullying_cleaned_indo.csv,1676,harassment,hate_speech,False,0.13703705414873824,55,8
USER USER Wakil rakyat cocot tok... \nNgomong apa berak',user user wakil rakyat cocot tok nngomong apa berak,hate_speech,,hate_speech,,data,data.csv,11722,hate_speech,insult,False,-0.06431065932300317,56,9
"Orang kayak gini mau nyaLon presiden⁉️ warga masyarakatnya sendiri aja di siksa pa Lagi warga masyarakat yang Lain_??? _ Wis udh gak jelas, partainya preman semrawut membela cina 😇😇😇_ Pribumi di singkirkan.. 🥲 Perubahan harus disegerakan..‼️ #Suara_Anda_Menentukan_Nasib_Bangsa‼️ #SALAM_AKAL_SEHAT💪",orang kayak gini mau nyalon presiden warga masyarakatnya sendiri aja di siksa pa lagi warga masyarakat yang lain_ _ wis udh gak jelas partainya preman semrawut membela cina _ pribumi di singkirkan perubahan harus disegerakan,harassment,,"['1', '0']",,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,128,harassment,hate_speech,False,0.08704297049369969,298,38
Dr kmrn nyindir nyindir gw mulu soal israel. Pdhal waktu itu konteks obrolan gw soal knp harus bela salah satu. Gw ga bilang juga israel bner pdhal. Dan gw ga berpihak pada israel. Gw juga kaga setuju sama serangan israel yg berlebihan. Emg tolol aja ga paham konteks obrolan gw,dr kmrn nyindir nyindir gw mulu soal israel pdhal waktu itu konteks obrolan gw soal knp harus bela salah satu gw ga bilang juga israel bner pdhal dan gw ga berpihak pada israel gw juga kaga setuju sama serangan israel yg berlebihan emg tolol aja ga paham konteks obrolan gw,normal,,['0'],,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,20101,normal,harassment,False,0.16268147705373515,278,50
"Rakyat Malaysia china, bangla, india, pakistan, inggris, arab Presiden nya harus melayu pribumi druun",rakyat malaysia china bangla india pakistan inggris arab presiden nya harus melayu pribumi druun,harassment,,"['1', '1']",,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,788,harassment,normal,False,0.11170984930177397,101,14
USER USER USER USER USER wuih.. paham betul Jawa Timur..; kok ndak jadi penasehat gubernur toh mas.. kok malah mburuh pabrik..; eman2 potensimu mas..#eh; ;,user user user user user wuih paham betul jawa timur kok ndak jadi penasehat gubernur toh mas kok malah mburuh pabrik eman2 potensimu mas,normal,,normal,,data,data.csv,9599,normal,hate_speech,False,0.2083919978617439,155,25
Geblek ya lu udah jam segini masih diajak bercanda ini juga gue masih mau kerja dan mikirin detailnya.',geblek ya lu udah jam segini masih diajak bercanda ini juga gue masih mau kerja dan mikirin detailnya,hate_speech,,hate_speech,,data,data.csv,9471,hate_speech,harassment,False,-0.10315367017048493,103,18
"kalo bercanda tau batasan juga lah tolol, bokap gue lg sakit bisa""nya lo jadiin candaan, idiot bngt",kalo bercanda tau batasan juga lah tolol bokap gue lg sakit bisa nya lo jadiin candaan idiot bngt,harassment,,"['1', '1', '0']",,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,18389,harassment,insult,False,0.21783027949370526,99,17
"Mulut-mulut tajam berbisa, ambisi & gila kuasa",mulut mulut tajam berbisa ambisi gila kuasa,harassment,,"['0', '1']",,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,18859,harassment,normal,False,-0.004253058434192436,46,7
Mereka menegaskan bahwa keberadaan LGBT tidak selaras dengan nilai-nilai luhur yang diyakini oleh rakyat Jawa Barat @AnggaSa82103732 https://t.co/MfCnxjr7sT,mereka menegaskan bahwa keberadaan lgbt tidak selaras dengan nilai nilai luhur yang diyakini oleh rakyat jawa barat USER_MENTION,harassment,,"['1', '0', '1', '0']",,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,25588,harassment,normal,False,0.5181761754439022,156,18
"EH SINTING KALI YA LU BERUDA, GUE BENERAN ABIS NULIS AU LO BERDUA DAN LO UPLAOD, BLOK BANGET MAKASIH BAHANNYA KO",eh sinting kali ya lu beruda gue beneran abis nulis au lo berdua dan lo uplaod blok banget makasih bahannya ko,harassment,,['1'],,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,14940,harassment,hate_speech,False,-0.21945031462580933,112,21
"Bagaimana cara menghentikan Zionis Israel laknatullah dan sekutunya? Seluruh umat Islam dunia menarik uangnya dari bank, meninggalkan bank dan mengganti uang fiat dengan emas perak, karena sistem perbankan adalah riba yang mencekik leher seluruh umat Islam dan pemerintah #Riba",bagaimana cara menghentikan zionis israel laknatullah dan sekutunya seluruh umat islam dunia menarik uangnya dari bank meninggalkan bank dan mengganti uang fiat dengan emas perak karena sistem perbankan adalah riba yang mencekik leher seluruh umat islam dan pemerintah,normal,,['0'],,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,12101,normal,harassment,False,0.4890422296994762,277,39
"Wow, dana-nya dari mana?!?!; Sungguh terlaluh kau kowi!!!; Balik solo!!!; #2019GantiPresiden",wow dana nya dari mana sungguh terlaluh kau kowi balik solo,hate_speech,,hate_speech,,data,data.csv,2756,hate_speech,harassment,False,0.36318524646677763,92,11
"Karna kondisi udah malem gw udah letih. Kalo capek mood juga gak keruan kan. Gw jadi merasa tertantang. Abangnya udah mayan jauh, mana kondisi jalan padet banyak mobil dan motor, tp entah setan mana yg bikin gw emosi, gw pun ngebut slusap slusup.'",karna kondisi udah malem gw udah letih kalo capek mood juga gak keruan kan gw jadi merasa tertantang abangnya udah mayan jauh mana kondisi jalan padet banyak mobil dan motor tp entah setan mana yg bikin gw emosi gw pun ngebut slusap slusup,insult,,insult,,data,data.csv,11241,insult,normal,False,0.5435186613577151,247,43
Kalau kata gua si lily gila,kalau kata gua si lily gila,normal,,"['0', '0']",,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,16252,normal,harassment,False,0.058225077165450556,27,6
"""Tidak peduli sesulit apa aku menghadapi sesuatu, aku akan tetap tersenyum seperti orang idiot"" - Chanyeol EXO K'",tidak peduli sesulit apa aku menghadapi sesuatu aku akan tetap tersenyum seperti orang idiot chanyeol exo k,normal,,normal,,data,data.csv,7359,normal,harassment,False,-0.32306455050388616,113,18
"‎'‎Ahmad Taqy @ahmadtaqy_ Israel Laknatullah! Yahudi Laknatullah Hati-hati, Israel itu nama lain dari Nabi Ya'qub 'alaihissalam. Tentu beliau manusia yang mulia dan tidak dilaknat oleh Allah Ta'ala. Bani Israel Keturunan Nabi Yaqub 'alaihissalam -Ustadz Raehanul Bahraen الله حفظه 13.41 23/10/23‎'‎ ‎Israel Laknatullah! ❌
‎Yahudi Laknatullah ✅

‎Hati-hati, Israel itu nama lain dari Nabi Ya’qub ‘alaihissalam. Tentu beliau manusia yang mulia dan tidak dilaknat oleh Allah Ta’ala.

‎Bani Israel = Keturunan Nabi Yaqub ‘alaihissalam

‎- Ustadz Raehanul Bahraen حفظه الله
.
.
.
#palestine #savepalestine #prayforpalestine #alaqsa #muslim #muslimah",ahmad taqy USER_MENTION israel laknatullah yahudi laknatullah hati hati israel itu nama lain dari nabi ya qub alaihissalam tentu beliau manusia yang mulia dan tidak dilaknat oleh allah ta ala bani israel keturunan nabi yaqub alaihissalam ustadz raehanul bahraen الله حفظه 13 41 23 10 23 israel laknatullah yahudi laknatullah hati hati israel itu nama lain dari nabi ya qub alaihissalam tentu beliau manusia yang mulia dan tidak dilaknat oleh allah ta ala bani israel keturunan nabi yaqub alaihissalam ustadz raehanul bahraen حفظه الله,normal,,"['0', '0']",,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,4169,normal,harassment,False,0.7831896625712628,644,88
Indonesia harus di PIMPIN PRIBUMI (GANJAR) Bukan keturunam CHINA atau keturunan NGARAB,indonesia harus di pimpin pribumi ganjar bukan keturunam china atau keturunan ngarab,harassment,,"['1', '0', '1', '0']",,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,6196,harassment,normal,False,0.08085315261535003,86,12
Ini tweet pro zionis darimana sih anjir propagandanya Heran loh.,ini tweet pro zionis darimana sih anjir propagandanya heran loh,normal,,['0'],,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,12992,normal,harassment,False,-0.02674870432401588,64,10
Kasus Cacar Monyet di Jakarta makin bertambah. Sudah ada 13 kasus terkonfirmasi. Saya minta Aktifkan Mitigasi dan Awasi Kelompok Berisiko. Termasuk kelompok berisiko adalah perilaku Gay dan Lelaki Seks Lelaki. #pkspembelarakyat #fraksipks #kurniasihmufidayati #cacarmonyet,kasus cacar monyet di jakarta makin bertambah sudah ada 13 kasus terkonfirmasi saya minta aktifkan mitigasi dan awasi kelompok berisiko termasuk kelompok berisiko adalah perilaku gay dan lelaki seks lelaki,normal,,"['0', '0']",,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,4528,normal,hate_speech,False,-0.17171165886953654,272,34
"USER Pasti g dukung, aye diem2 itu mengagumi duet jokowi dan puan untuk jd capres&amp;cawapres loh, suer! #2019GantiPresiden",user pasti g dukung aye diem2 itu mengagumi duet jokowi dan puan untuk jd capres amp cawapres loh suer,hate_speech,,hate_speech,,data,data.csv,10100,hate_speech,normal,False,-0.1507199911860604,124,18
"@narkosun Gila orang yang milih Prabowo. Kalau dapat sesuatu saya maklum. Kalau enggak dapat apa-apa, sama aja kamu menghancurkan negeri ini",USER_MENTION gila orang yang milih prabowo kalau dapat sesuatu saya maklum kalau enggak dapat apa apa sama aja kamu menghancurkan negeri ini,normal,,['0'],,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,25537,normal,harassment,False,0.83965592590188,140,21
saya tidak peduli dengan apa yang talmud katakan karena semua orang yahudi hidup di bawah hukum sekuler tidak di bawah talmud,saya tidak peduli dengan apa yang talmud katakan karena semua orang yahudi hidup di bawah hukum sekuler tidak di bawah talmud,hate_speech,,religion,,cyberbullying_cleaned_indo,cyberbullying_cleaned_indo.csv,2017,hate_speech,normal,False,0.4556624610224918,125,21
Saya curiga orang ini buzzer yg dibiayai zionis untuk memperbaiki citra Israel di Indonesia. Semoga kita dilindungi dari fitnah antek-antek zionis,saya curiga orang ini buzzer yg dibiayai zionis untuk memperbaiki citra israel di indonesia semoga kita dilindungi dari fitnah antek antek zionis,normal,,['0'],,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,23370,normal,harassment,False,1.2850557657700383,146,21
Bukan basa basi .. itu keluar dari hati.; ; #2019GantiPresiden;,bukan basa basi itu keluar dari hati,hate_speech,,hate_speech,,data,data.csv,3900,hate_speech,normal,False,0.025103050673689675,63,10
"BOT mau nanya. 'ich liebe dich' artinya apa? Yg jawab ntar BOT kasih aipet yg barusan nyemplung di jamban kuda (\xe2\x80\xa2\xcc\xaf\xcd\xa1_\xe2\x80\xa2\xcc\xaf\xcd\xa1 )""",bot mau nanya ich liebe dich artinya apa yg jawab ntar bot kasih aipet yg barusan nyemplung di jamban kuda xe2 x80 xa2 xcc xaf xcd xa1_ xe2 x80 xa2 xcc xaf xcd xa1,insult,,insult,,data,data.csv,423,insult,normal,False,0.910347556748541,172,22
USER USER USER USER USER USER jadi anda masih sama. gagal paham mengenai kegagalan merangkul.; saya dari tadi cuap2 percuma. anda gagal paham.; contoh kelompok yg mana? 212 kemarin presiden aman2 saja tidak disa,user user user user user user jadi anda masih sama gagal paham mengenai kegagalan merangkul saya dari tadi cuap2 percuma anda gagal paham contoh kelompok yg mana 212 kemarin presiden aman2 saja tidak disa,normal,,normal,,data,data.csv,3460,normal,hate_speech,False,0.3429952717985818,211,34
USER Dasar cebong.. hih!\n\xf0\x9f\x98\xab\xf0\x9f\x98\xa,user dasar cebong hih n xf0 x9f x98 xab xf0 x9f x98 xa,insult,,insult,,data,data.csv,3566,insult,hate_speech,False,1.8466093926037987,57,4
rt i bet tucker takes an industrial strength xanax to prepared himself to listen to idiot idiots ramble every night tuckercarâ,rt i bet tucker takes an industrial strength xanax to prepared himself to listen to idiot idiots ramble every night tuckercarâ,harassment,,other_cyberbullying,,cyberbullying_cleaned_indo,cyberbullying_cleaned_indo.csv,1749,harassment,hate_speech,False,-0.005686055719455685,126,21
*LGBT* adalah suatu penyimpangan seksual yang dalam islam difitrahnya manusia berpasang antara pria dan wanita. Habib umar berkata selama pelaku LGBT menjauhi larangan-Nya dan mengikuti perintah-Nya. Allah SWT akan memberikan hidayah kepadanya. Yuk simak selengkap🙂,lgbt adalah suatu penyimpangan seksual yang dalam islam difitrahnya manusia berpasang antara pria dan wanita habib umar berkata selama pelaku lgbt menjauhi larangan nya dan mengikuti perintah nya allah swt akan memberikan hidayah kepadanya yuk simak selengkap,harassment,,"['0', '1', '1', '0', '0', '1']",,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,4835,harassment,normal,False,-0.04259005357552026,265,35
USER USER UYM dkung rezim jg? Hmmm',user user uym dkung rezim jg hmmm,normal,,normal,,data,data.csv,8475,normal,hate_speech,False,0.35739104506802155,35,7
"Bentar....kuping gue yg sarap apa pas Yura nyanyi bagian potongan kata ""an"" dari ""antara""....suara doi tetibaan kek lakik?? ._.'",bentar kuping gue yg sarap apa pas yura nyanyi bagian potongan kata an dari antara suara doi tetibaan kek lakik _,insult,,insult,,data,data.csv,5242,insult,harassment,False,-0.22108905990091632,128,19
USER Ingin ku berkata bangsad:)',user ingin ku berkata bangsad,insult,,insult,,data,data.csv,9232,insult,hate_speech,False,0.5578623502497548,32,5
USER Kafir pada pandangan ulamak biasanya dikaitkan dgn kafir yg Allah gelarkan pada syaitan. Yg membawa maksud ingkar perintah Allah. Bukan bermakna keluar dari islam.',user kafir pada pandangan ulamak biasanya dikaitkan dgn kafir yg allah gelarkan pada syaitan yg membawa maksud ingkar perintah allah bukan bermakna keluar dari islam,normal,,normal,,data,data.csv,11039,normal,hate_speech,False,0.39581655714744635,169,25
"INGATLAH SEJARAH KEJAM SYIAH BATHINIYAH DAN SYIAH RAFIDHAH!!! (Edisi 2) ✅ Syaikhul Islam Ibnu Taimiyah rahimahullahu berkata: Tidaklah agama Nabi Muhammad ﷺ tegak di atas semua agama, melainkan dengan Ahlussunnah. Sebagaimana Islam tegak/menang di zaman kekhalifahan Abu Bakar, Umar dan Utsman Radhiyallahu 'anhum dengan kemenangan yang tidak pernah dialami oleh agama-agama yang  Adapun Syiah Rafidhah, kalau mereka tidak membantu musuh-musuh Islam, maka mereka tidak menolong kedua belah pihak. (Fatwa Dan Pendirian Ulama Sunni Terhadap Aqidah Syiah hal. 21-22 oleh Ustadz Muhammad Umar Ba'abdullah rahimahullahu) Masih percaya kalau mereka membantu kaum muslimin memerangi orang-orang Y4hud1?! Bukankah Syiah Rafidhah adalah buatan Abdullah bin Saba' Al-Yahudi?! اللَّهُمَّ إنَّا نَجْعَلُكَ فِي نُحُوْرِهِمْ ونَعُوْذُ بِكَ مِنْ شُرُوْرِهِمْ اللَّهُمَّ انْصُر الْمُسْلِمِيْنَ الْمُسْتَضْعَفِيْنَ فِي كُلِّ مَكَان وفِي فَلَسْطِيْن اللَّهُمَّ أَهْلِك الْيَهُوْدَ الْمُجْرِمِيْنَ وشَتِّتْ شَمْلَهُمْ وفَرِّقْ جَمْعَهُمْ واجْعَلْ كَيْدَهُمْ فِي نُحُوْرِهِمْ ------------------------- [*] Lebih tepatnya dikatakan Syiah Rafidhah.",ingatlah sejarah kejam syiah bathiniyah dan syiah rafidhah edisi 2 syaikhul islam ibnu taimiyah rahimahullahu berkata tidaklah agama nabi muhammad ﷺ tegak di atas semua agama melainkan dengan ahlussunnah sebagaimana islam tegak menang di zaman kekhalifahan abu bakar umar dan utsman radhiyallahu anhum dengan kemenangan yang tidak pernah dialami oleh agama agama yang adapun syiah rafidhah kalau mereka tidak membantu musuh musuh islam maka mereka tidak menolong kedua belah pihak fatwa dan pendirian ulama sunni terhadap aqidah syiah hal 21 22 oleh ustadz muhammad umar ba abdullah rahimahullahu masih percaya kalau mereka membantu kaum muslimin memerangi orang orang y4hud1 bukankah syiah rafidhah adalah buatan abdullah bin saba al yahudi الل ه م إن ا ن ج ع ل ك ف ي ن ح و ر ه م ون ع و ذ ب ك م ن ش ر و ر ه م الل ه م ان ص ر ال م س ل م ي ن ال م س ت ض ع ف ي ن ف ي ك ل م ك ان وف ي ف ل س ط ي ن الل ه م أ ه ل ك ال ي ه و د ال م ج ر م ي ن وش ت ت ش م ل ه م وف ر ق ج م ع ه م واج ع ل ك ي د ه م ف ي ن ح و ر ه م lebih tepatnya dikatakan syiah rafidhah,normal,,"['0', '0']",,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,6683,normal,harassment,False,1.059734060036515,1126,140
"@tanyarlfes Ada gila gilanya pemerintah, masy aja banyak yg kesusahan tutup mata lah ini orang tiba tiba datang gak jelas dinafkahi pula, orang kerja aja kadang gak sampe segitu gajinya",USER_MENTION ada gila gilanya pemerintah masy aja banyak yg kesusahan tutup mata lah ini orang tiba tiba datang gak jelas dinafkahi pula orang kerja aja kadang gak sampe segitu gajinya,harassment,,"['0', '1', '1']",,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,24002,harassment,normal,False,0.6653000790234886,185,30
"Lahirnya #OrdeBaruReborn seperti pertunjukan sandiwara politik yang diatur oleh Jokowi, Prabowo, dan Anwar Usman, dengan membawa Gibran sebagai cawapres. Dinasti politik kembali menjadi fokus? ://://",lahirnya seperti pertunjukan sandiwara politik yang diatur oleh jokowi prabowo dan anwar usman dengan membawa gibran sebagai cawapres dinasti politik kembali menjadi fokus,normal,,['0'],,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,9988,normal,harassment,False,0.4201526491234059,199,25
RS Indonesia DihinaFitnah SenyuminAja Anak BEM Cawapres Cacat Hukum Rukayah Bung Tomo karina Pak Ganjar Pranowo Indonesia Arena Kanjuruhan Kebodohan Jumat giselle Music Bank ningning #zonauang,rs indonesia dihinafitnah senyuminaja anak bem cawapres cacat hukum rukayah bung tomo karina pak ganjar pranowo indonesia arena kanjuruhan kebodohan jumat giselle music bank ningning,normal,,['0'],,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,8373,normal,harassment,False,0.5542160120325937,192,26
"Sepertinya gerombolan USER rindu kerusuhan, hati2 dikabul Tuhan #IklanAhokJahat",sepertinya gerombolan user rindu kerusuhan hati2 dikabul tuhan,hate_speech,,hate_speech,,data,data.csv,1472,hate_speech,normal,False,-0.23184288223633465,79,9
kalo ada yang berobat pasien dari israel kecelakaan janji gue jait ga pakek pakek bius. kalo dia diare malah gue kasih pencahar biar ususnya keluar sekalian. fak kata aing teh!!!,kalo ada yang berobat pasien dari israel kecelakaan janji gue jait ga pakek pakek bius kalo dia diare malah gue kasih pencahar biar ususnya keluar sekalian fak kata aing teh,harassment,,['1'],,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,22071,harassment,normal,False,0.14255839824485247,178,30
"Parpol jualan etika itu kayak cina jualan vaksin corona. Kayak banker jualan hadist. Kita sama-sama tau darimana asal kesakitan, tapi dia dia juga yang nawarin pemulihan.",parpol jualan etika itu kayak cina jualan vaksin corona kayak banker jualan hadist kita sama sama tau darimana asal kesakitan tapi dia dia juga yang nawarin pemulihan,normal,,['0'],,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,19432,normal,hate_speech,False,0.09926221750809527,170,26
@arman_dhani USIR ROHINGYA DARI INDONESIA SEGERA,USER_MENTION usir rohingya dari indonesia segera,normal,,['0'],,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,26853,normal,harassment,False,-0.2194459592348198,48,6
@chisupasta Fix aku cowo 🫵🏻 tapi aku cowo gay soalnya suka cowo,USER_MENTION fix aku cowo tapi aku cowo gay soalnya suka cowo,normal,,['0'],,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,24330,normal,harassment,False,0.08714311718697243,63,12
RT USER: Aku tak tau sukmawati\nYang kutau seorang pembaca puisi tak bernurani\nAku tak kenal sukmawati\nYang kukenal Iblis sedang m\xe2\x80\xa6',rt user aku tak tau sukmawati nyang kutau seorang pembaca puisi tak bernurani naku tak kenal sukmawati nyang kukenal iblis sedang m xe2 x80 xa6,hate_speech,,hate_speech,,data,data.csv,10789,hate_speech,normal,False,0.024767391175392978,145,19
#Download #Anime Kono Subarashii Sekai ni Bakuen wo! Subtitle Indonesia #Batch #BD cerita sampingan dari anime party sinting yang akan berpusat pada salah satu waifu sejuta umat yang memiliki kelainan pada otaknya. Anggota Klan Sihir Merah ... ://,kono subarashii sekai ni bakuen wo subtitle indonesia cerita sampingan dari anime party sinting yang akan berpusat pada salah satu waifu sejuta umat yang memiliki kelainan pada otaknya anggota klan sihir merah,normal,,['0'],,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,9012,normal,hate_speech,False,-0.05430785795210924,247,38
"Ketemu longkungan toxic tu uda sakit kan ?? Aku ni uda lingkungan kerjanya toxic . Di lecehin . Di fitnah . ANJING MREKA SMUA TU ! Klo g ada temen""ku dlu tu ya allah. Gila kali aku ya. Mreka aja yg rangkul aku kuat"" di sana.",ketemu longkungan toxic tu uda sakit kan aku ni uda lingkungan kerjanya toxic di lecehin di fitnah anjing mreka smua tu klo g ada temen ku dlu tu ya allah gila kali aku ya mreka aja yg rangkul aku kuat di sana,harassment,,['1'],,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,15216,harassment,normal,False,0.26555766566954236,224,46
ya tuhan ini drama apa 😭😭😭 cuma orang sinting yg ngikutin pas on going dan masih pingin lanjut kayak gue,ya tuhan ini drama apa cuma orang sinting yg ngikutin pas on going dan masih pingin lanjut kayak gue,harassment,,"['0', '0', '1']",,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,22106,harassment,normal,False,0.1980248292627058,104,20
"ALHAMDULILLAH DAPAT TIKET @rahasiabulan SEE U CENGGGGG!!!!! GUA NANGIS DAN EXCITED BAGET,TEMEN GUA BILANG GUA GILA,YAKALI GA GILA NJG😁😁😁",alhamdulillah dapat tiket USER_MENTION see u cenggggg gua nangis dan excited baget temen gua bilang gua gila yakali ga gila njg,harassment,,"['1', '0', '0']",,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,19286,harassment,normal,False,0.8756636973245725,136,19
Mantan gay yang pertama kali merasakan jatuh cinta.. But. Mencintai istri orang 😬😬😬😬,mantan gay yang pertama kali merasakan jatuh cinta but mencintai istri orang,harassment,,"['0', '0', '1', '1']",,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,24336,harassment,normal,False,0.005514713880324595,84,13
"Mereka semua memang tidak bisa menghargai pribumi atau minimal berlaku sopan sebagai tamu,mereka itu sejatinya perampas hak pribumi...; #stopTKAChina; #2019GantiPresiden",mereka semua memang tidak bisa menghargai pribumi atau minimal berlaku sopan sebagai tamu mereka itu sejatinya perampas hak pribumi,hate_speech,,hate_speech,,data,data.csv,2365,hate_speech,normal,False,-0.22179655504582468,169,20
USER Sumpah ga lucu bgt jadiin autis bahan bercandaan',user sumpah ga lucu bgt jadiin autis bahan bercandaan,normal,,normal,,data,data.csv,10878,normal,insult,False,0.07743679639515388,54,9
Ini si yi chan ngga tuli kan @.tipien !!? masih mau liat dia mode tantrum 😭😭😭😭🫵,ini si yi chan ngga tuli kan tipien masih mau liat dia mode tantrum,normal,,"['0', '0']",,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,3132,normal,harassment,False,0.3618366608054603,79,16
Ajak gua healing dong udh berbulan bulan gua jd orang gila,ajak gua healing dong udh berbulan bulan gua jd orang gila,harassment,,"['0', '0', '1']",,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,22057,harassment,normal,False,0.38165643025147034,58,11
USER USER JABLAY. pacar gua balikin dulu bangsat. gua mau belajar gak jadi jadi \xf0\x9f\x98\xad',user user jablay pacar gua balikin dulu bangsat gua mau belajar gak jadi jadi xf0 x9f x98 xad,hate_speech,,hate_speech,,data,data.csv,10854,hate_speech,insult,False,0.3685051977894578,97,15
"PRESIDEN..

Terasa hingar bingarnya pilpres sejak selesai orba tahun 1999. 

Habibie menclok sebentar lalu di gusur para Brutus, ada Akbar, Ginanjar, dkk. 

Gusdur di dudukkan sebagai pemanis, di gusur juga karena Gusdur bukan orang yg bisa diatur-atur, dia katakan DPR itu taman nak kanak, ternyata benar sampai sekarang malah jadi tempat ternak para pemalak.

Megawati hadir mencicipi manisnya jadi presiden sisa jabatan Gusdur. Terus dia minta mandat rakyat untuk berkuasa agar asetnya cair dan bank di jadikan kasirnya, ini persis seperti zaman mertuanya.

DNA kok sungsang.

Prabowo dan Anis itu kelas manager cabang saja gak bisa, mana mungkin bisa mengurus negara. Sudah lah kalian nonton saja Y Ganjar yg kerja.

Berkaca itu berat boss

Iyyas Subiakto",presiden terasa hingar bingarnya pilpres sejak selesai orba tahun 1999 habibie menclok sebentar lalu di gusur para brutus ada akbar ginanjar dkk gusdur di dudukkan sebagai pemanis di gusur juga karena gusdur bukan orang yg bisa diatur atur dia katakan dpr itu taman nak kanak ternyata benar sampai sekarang malah jadi tempat ternak para pemalak megawati hadir mencicipi manisnya jadi presiden sisa jabatan gusdur terus dia minta mandat rakyat untuk berkuasa agar asetnya cair dan bank di jadikan kasirnya ini persis seperti zaman mertuanya dna kok sungsang prabowo dan anis itu kelas manager cabang saja gak bisa mana mungkin bisa mengurus negara sudah lah kalian nonton saja y ganjar yg kerja berkaca itu berat boss iyyas subiakto,harassment,,"['1', '0']",,indotoxic2024_annotated_data_v2_final,indotoxic2024_annotated_data_v2_final.csv,1203,harassment,normal,False,0.2646906077612916,759,116
